STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1046;20210108;    3;   0.5;   4;   0;   0;eor
       1046;20210109;    3;   0.4;   4;   0;   0;eor
       1046;20210110;    3;   0.0;   0;   0;   0;eor
       1046;20210111;    3;   6.4;   4;   0;   0;eor
       1046;20210112;    3;   5.0;   4;   0;   0;eor
       1046;20210113;    3;   0.0;   4;   0;   0;eor
       1046;20210114;    3;   0.0;   0;   0;   0;eor
       1046;20210115;    3;   0.0;   0;   0;   0;eor
       1046;20210116;    3;   1.1;   4;   0;   0;eor
       1046;20210117;    3;   1.1;   4;   2;   2;eor
       1046;20210118;    3;   0.6;   4;   0;   0;eor
       1046;20210119;    3;   6.9;   4;   0;   0;eor
       1046;20210120;    3;   0.0;   0;   0;   0;eor
       1046;20210121;    3;   7.3;   4;   0;   0;eor
       1046;20210122;    3;   0.0;   0;   0;   0;eor
       1046;20210123;    3;   0.8;   4;   0;   0;eor
       1046;20210124;    3;   2.3;   4;   0;   0;eor
       1046;20210125;    3;   0.9;   4;   0;   0;eor
       1046;20210126;    3;   0.2;   4;   0;   0;eor
       1046;20210127;    3;   0.8;   4;   0;   0;eor
       1046;20210128;    3;  11.9;   4;   0;   0;eor
       1046;20210129;    3;   7.7;   4;   0;   0;eor
       1046;20210130;    3;   0.0;   0;   0;   0;eor
       1046;20210131;    3;   0.2;   4;   0;   0;eor
       1046;20210201;    3;   0.0;   4;   0;   0;eor
       1046;20210202;    3;   8.1;   4;   0;   0;eor
       1046;20210203;    3;  15.8;   4;   0;   0;eor
       1046;20210204;    3;   0.0;   4;   0;   0;eor
       1046;20210205;    3;   0.2;   4;   0;   0;eor
       1046;20210206;    3;   6.9;   4;   0;   0;eor
       1046;20210207;    3;   1.7;   4;  15;  15;eor
       1046;20210208;    3;   0.6;   4;  22;   8;eor
       1046;20210209;    3;   0.0;   0;  25;   4;eor
       1046;20210210;    3;   0.0;   0;  22;   0;eor
       1046;20210211;    3;   0.0;   4;  20;   0;eor
       1046;20210212;    3;   0.0;   0;  19;   0;eor
       1046;20210213;    3;   0.0;   0;  17;   0;eor
       1046;20210214;    3;   0.0;   0;  17;   0;eor
       1046;20210215;    3;   3.4;   4;  16;   0;eor
       1046;20210216;    3;   1.5;   4;  10;   0;eor
       1046;20210217;    3;   0.0;   0;   0;   0;eor
       1046;20210218;    3;   1.1;   4;   0;   0;eor
       1046;20210219;    3;   0.0;   0;   0;   0;eor
       1046;20210220;    3;   0.0;   0;   0;   0;eor
       1046;20210221;    3;   0.0;   0;   0;   0;eor
       1046;20210222;    3;   0.0;   0;   0;   0;eor
       1046;20210223;    3;   0.0;   0;   0;   0;eor
       1046;20210224;    3;   0.0;   0;   0;   0;eor
       1046;20210225;    3;   4.7;   4;   0;   0;eor
       1046;20210226;    3;   0.4;   4;   0;   0;eor
       1046;20210227;    3;   0.0;   0;   0;   0;eor
       1046;20210228;    3;   0.0;   0;   0;   0;eor
       1046;20210301;    3;   0.0;   0;   0;   0;eor
       1046;20210302;    3;   0.0;   0;   0;   0;eor
       1046;20210303;    3;   0.1;   4;   0;   0;eor
       1046;20210304;    3;   3.6;   4;   0;   0;eor
       1046;20210305;    3;   0.0;   0;   0;   0;eor
       1046;20210306;    3;   0.0;   0;   0;   0;eor
       1046;20210307;    3;   0.5;   4;   0;   0;eor
       1046;20210308;    3;   2.0;   4;   0;   0;eor
       1046;20210309;    3;   4.4;   4;   0;   0;eor
       1046;20210310;    3;   2.3;   4;   0;   0;eor
       1046;20210311;    3;   5.6;   4;   0;   0;eor
       1046;20210312;    3;   6.6;   4;   0;   0;eor
       1046;20210313;    3;   8.8;   4;   0;   0;eor
       1046;20210314;    3;   4.2;   4;   0;   0;eor
       1046;20210315;    3;   0.9;   4;   0;   0;eor
       1046;20210316;    3;   2.7;   4;   0;   0;eor
       1046;20210317;    3;   0.5;   4;   0;   0;eor
       1046;20210318;    3;   1.2;   4;   0;   0;eor
       1046;20210319;    3;   0.0;   4;   0;   0;eor
       1046;20210320;    3;   0.2;   4;   0;   0;eor
       1046;20210321;    3;   0.2;   4;   0;   0;eor
       1046;20210322;    3;   0.1;   4;   0;   0;eor
       1046;20210323;    3;   0.0;   0;   0;   0;eor
       1046;20210324;    3;   0.0;   0;   0;   0;eor
       1046;20210325;    3;   0.0;   0;   0;   0;eor
       1046;20210326;    3;   2.1;   4;   0;   0;eor
       1046;20210327;    3;   5.2;   4;   0;   0;eor
       1046;20210328;    3;   0.0;   0;   0;   0;eor
       1046;20210329;    3;   0.0;   0;   0;   0;eor
       1046;20210330;    3;   0.0;   0;   0;   0;eor
       1046;20210331;    3;   0.0;   0;   0;   0;eor
       1046;20210401;    3;   0.0;   0;   0;   0;eor
       1046;20210402;    3;   0.0;   0;   0;   0;eor
       1046;20210403;    3;   0.0;   0;   0;   0;eor
       1046;20210404;    3;   0.0;   0;   0;   0;eor
       1046;20210405;    3;   2.5;   4;   0;   0;eor
       1046;20210406;    3;   2.3;   4;   0;   0;eor
       1046;20210407;    3;   5.5;   4;   0;   0;eor
       1046;20210408;    3;   0.0;   0;   0;   0;eor
       1046;20210409;    3;   0.5;   4;   0;   0;eor
       1046;20210410;    3;   4.8;   4;   0;   0;eor
       1046;20210411;    3;   2.5;   4;   0;   0;eor
       1046;20210412;    3;   0.8;   4;   0;   0;eor
       1046;20210413;    3;   0.0;   0;   0;   0;eor
       1046;20210414;    3;   0.2;   4;   0;   0;eor
       1046;20210415;    3;   0.0;   0;   0;   0;eor
       1046;20210416;    3;   0.0;   0;   0;   0;eor
       1046;20210417;    3;   0.0;   0;   0;   0;eor
       1046;20210418;    3;   3.4;   4;   0;   0;eor
       1046;20210419;    3;   0.0;   0;   0;   0;eor
       1046;20210420;    3;   0.0;   0;   0;   0;eor
       1046;20210421;    3;   0.0;   0;   0;   0;eor
       1046;20210422;    3;   0.0;   0;   0;   0;eor
       1046;20210423;    3;   0.0;   0;   0;   0;eor
       1046;20210424;    3;   0.0;   0;   0;   0;eor
       1046;20210425;    3;   0.0;   0;   0;   0;eor
       1046;20210426;    3;   0.0;   0;   0;   0;eor
       1046;20210427;    3;   0.0;   0;   0;   0;eor
       1046;20210428;    3;   0.1;   4;   0;   0;eor
       1046;20210429;    3;   0.8;   4;   0;   0;eor
       1046;20210430;    3;   0.0;   0;   0;   0;eor
       1046;20210501;    3;   0.0;   0;-999;-999;eor
       1046;20210502;    3;   0.2;   4;-999;-999;eor
       1046;20210503;    3;   0.7;   4;-999;-999;eor
       1046;20210504;    3;   5.3;   4;-999;-999;eor
       1046;20210505;    3;   4.3;   4;-999;-999;eor
       1046;20210506;    1;   5.0;   4;-999;-999;eor
       1046;20210507;    1;   0.5;   4;-999;-999;eor
       1046;20210508;    1;   0.5;   4;-999;-999;eor
       1046;20210509;    1;   0.0;   0;-999;-999;eor
       1046;20210510;    1;   5.8;   4;-999;-999;eor
       1046;20210511;    1;   2.4;   4;-999;-999;eor
       1046;20210512;    1;   0.0;   0;-999;-999;eor
       1046;20210513;    1;   0.4;   4;-999;-999;eor
       1046;20210514;    1;   4.2;   4;-999;-999;eor
       1046;20210515;    1;   4.7;   4;-999;-999;eor
       1046;20210516;    1;   3.2;   4;-999;-999;eor
       1046;20210517;    1;   4.9;   4;-999;-999;eor
       1046;20210518;    1;   7.4;   4;-999;-999;eor
